#{"t_start": 1700573791.400461, "env_id": "None"}
r,l,t
0.0,14,56.70038
0.0,15,56.939998
0.0,15,57.178375
0.0,13,57.41367
0.0,14,57.652955
0.0,15,57.896534
0.0,15,58.135994
0.0,14,58.373983
0.0,14,58.612312
0.0,14,58.85
0.0,16,59.090731
0.0,14,59.328162
0.0,14,59.571871
0.0,14,59.811928
0.0,14,60.048652
0.0,15,60.287586
0.0,14,60.524833
0.0,13,60.762295
0.0,14,61.002382
0.0,13,61.238358
0.0,13,61.473362
0.0,15,61.713116
0.0,14,61.951016
0.0,15,62.189881
0.0,14,62.428459
0.0,14,62.665508
0.0,13,62.900869
0.0,15,63.139964
0.0,12,63.373604
0.0,13,63.609247
0.0,19,63.856125
0.0,14,64.09387
0.0,15,64.333287
0.0,14,64.570843
0.0,13,64.806696
0.0,13,65.042405
0.0,15,65.282629
0.0,14,65.525943
0.0,13,65.766957
0.0,30,66.038814
0.0,26,66.303785
0.0,20,66.55697
0.0,16,66.803314
0.0,16,67.043111
0.0,13,67.279897
0.0,14,67.523181
0.0,16,67.767708
0.0,14,68.018814
0.0,12,68.255827
0.0,15,68.500076
0.0,15,68.741186
0.0,15,68.981407
0.0,16,69.223897
0.0,13,69.461595
0.0,17,69.705607
0.0,12,69.940496
0.0,14,70.179619
0.0,20,70.432086
0.0,14,70.677014
0.0,13,70.914142
0.154498,1001,74.064156
0.182593,12,74.301676
0.262451,17,74.549804
0.230137,14,74.789931
0.263852,18,75.045484
0.388232,26,75.309128
0.266868,18,75.558176
0.121044,10,75.796916
0.307673,20,76.051485
0.263043,17,76.29969
0.228301,14,76.541149
0.26077,17,76.789496
0.213056,13,77.029175
0.208582,13,77.268904
0.210276,13,77.503626
0.118579,10,77.734335
0.228424,14,77.974844
0.288957,17,78.21644
0.111202,10,78.446263
0.253352,16,78.690584
0.225259,14,78.929014
0.256915,16,79.170079
0.245418,15,79.408262
0.254586,17,79.65301
0.139361,10,79.883001
0.191417,12,80.11642
0.253273,16,80.358768
0.169338,11,80.590658
0.206887,13,80.826997
0.128623,10,81.073261
0.152587,11,81.310103
0.244506,15,81.550292
0.128525,10,81.790206
0.230237,14,82.045573
0.212079,13,82.282566
0.243694,15,82.522333
0.156385,11,82.75559
0.107028,10,82.986064
0.245854,15,83.223993
0.149008,11,83.454447
0.244337,15,83.69259
0.164155,11,83.92284
0.259688,17,84.16539
0.261809,17,84.413593
0.211744,13,84.650346
0.252542,16,84.893903
0.181234,12,85.132145
0.183805,12,85.367162
0.206365,13,85.614885
0.263327,18,85.871161
0.261972,18,86.12008
0.25727,17,86.367548
0.265292,18,86.617449
0.249619,15,86.864284
0.254882,16,87.108095
0.260625,17,87.353863
0.26025,17,87.599126
0.22922,14,87.844815
0.189719,12,88.08451
0.244277,15,88.325861
0.245012,15,88.575939
0.206866,13,88.820625
0.244137,15,89.069022
0.251047,16,89.317324
0.222176,14,89.559596
0.244944,15,89.804203
0.24897,16,90.050592
0.132276,10,90.285229
0.263429,18,90.538145
0.127368,10,90.77323
0.247846,16,91.019087
0.165034,11,91.252252
0.245463,15,91.492092
0.243497,15,91.745508
0.259779,16,92.004494
0.162137,11,92.244047
0.254486,16,92.493076
0.162605,11,92.744357
0.127685,10,92.99541
0.264008,18,93.257043
0.150051,11,93.507562
0.153609,11,93.74086
0.303386,19,93.988803
0.190968,12,94.227354
0.230119,14,94.492207
0.257173,16,94.757595
0.188003,12,94.998403
0.181943,12,95.265594
0.260864,17,95.537959
0.260582,17,95.798433
0.229225,14,96.047502
0.15536,11,96.293262
0.244755,15,96.550302
0.156358,11,96.792701
0.257059,16,97.045085
0.261959,17,97.300572
0.230207,14,97.551272
0.208443,13,97.796533
0.13083,10,98.040065
0.148874,11,98.285762
0.243093,15,98.529768
0.278175,18,98.784786
0.181933,12,99.04165
0.206467,13,99.279647
0.257042,16,99.541414
0.272932,18,99.80014
0.301546,19,100.065261
0.246704,16,100.319719
0.104949,10,100.556025
0.211568,13,100.801041
0.112096,10,101.03931
0.151015,11,101.28997
0.103298,10,101.535358
0.247353,15,101.798412
0.092433,9,102.040465
0.185123,12,102.286628
0.163822,12,102.534861
0.255847,16,102.778464
0.230829,14,103.018777
0.2357,14,103.261622
0.262151,17,103.511781
0.106665,10,103.753335
0.249791,15,103.996613
0.122368,10,104.229117
0.093086,9,104.463602
0.103512,9,104.695687
0.256583,15,104.9383
0.254382,15,105.176471
0.191409,12,105.414795
0.242801,15,105.661231
0.197735,11,105.921689
0.216257,12,106.165951
0.124846,9,106.403134
0.227957,13,106.642239
0.124941,10,106.87968
0.277622,20,107.13113
0.234749,14,107.370617
0.250128,20,107.62216
0.16721,11,107.858262
0.154227,12,108.100087
0.116847,9,108.333097
0.208391,22,108.589659
0.195425,13,108.829729
0.222704,20,109.082876
0.12232,11,109.317876
0.156094,14,109.560279
0.14132,18,109.810078
0.148967,13,110.05323
0.240284,15,110.303594
0.153984,13,110.54485
0.190073,13,110.78583
0.177921,14,111.026753
0.183539,14,111.271465
0.117558,14,111.528208
0.072264,14,111.782417
0.158839,1001,114.870377
0.000882,62,115.21429
0.000526,63,115.548054
0.0,66,115.887723
0.001011,62,116.220173
0.000901,62,116.547465
0.0,66,116.90122
0.0,66,117.25027
0.000804,62,117.578801
0.0,67,117.916651
0.000799,62,118.252704
0.0,70,118.602301
0.0,69,118.946094
0.001065,62,119.280367
0.000261,63,119.611847
0.001045,62,119.949715
0.00107,62,120.285976
0.001066,62,120.615931
0.0,65,120.954464
0.000873,62,121.289441
0.00023,63,121.622084
0.000823,62,121.95321
0.00106,62,122.279418
0.000544,63,122.607028
0.000768,63,122.936606
0.0,63,123.353638
0.000823,61,123.689687
0.0,66,124.024597
0.000849,62,124.354104
0.00105,62,124.695177
0.001065,62,125.04033
0.000811,62,125.383193
0.000848,62,125.719256
0.001033,62,126.046767
0.000837,62,126.374834
0.000794,62,126.701429
0.000778,62,127.027189
0.000895,62,127.356049
0.000227,63,127.684611
0.0,68,128.021934
0.000857,62,128.359799
0.00021,64,128.696047
0.000845,62,129.027728
0.000463,63,129.361309
0.001026,62,129.714731
0.0,65,130.07169
0.000832,62,130.414977
0.000177,63,130.754391
0.00081,62,131.084028
0.0,64,131.422679
0.000821,61,131.772186
0.001026,62,132.121357
0.000974,62,132.47282
0.000997,62,132.816304
0.001059,62,133.145847
0.000944,61,133.490299
0.001409,63,133.861576
0.0008,62,134.234606
0.001067,62,134.577282
0.000105,60,134.905853
0.000885,62,135.237791
0.0,65,135.59034
0.000799,62,135.925611
0.000765,63,136.278214
0.000269,60,136.629924
0.000876,62,136.969709
0.0,17,138.383573
0.0,25,138.660476
0.0,26,138.93924
0.0,80,139.318421
0.0,17,139.581554
0.0,20,139.836327
0.0,16,140.097669
0.0,19,140.351698
0.0,46,140.658083
0.0,24,140.920032
0.0,75,141.274826
0.0,17,141.52362
0.0,46,141.828633
0.0,18,142.072962
0.0,16,142.314043
0.0,63,142.640298
0.0,70,142.980588
0.0,82,143.342316
0.0,16,143.589312
0.0,17,143.829674
0.0,121,144.264023
0.0,45,144.560092
0.0,44,144.856011
0.0,226,145.511931
0.0,78,145.882373
0.0,15,146.138557
0.0,18,146.394351
0.0,124,146.863229
0.0,148,147.356879
0.0,15,147.609436
0.0,61,147.943843
0.0,163,148.464365
0.0,116,148.891716
0.0,17,149.135772
0.0,24,149.39138
0.0,18,149.640798
0.0,14,149.878703
0.0,37,150.165522
0.0,72,150.534735
0.0,19,150.808491
0.0,25,151.081036
0.0,63,151.410271
0.0,78,151.769078
0.0,23,152.039882
0.0,57,152.376331
0.0,15,152.626613
0.0,50,152.932661
0.0,17,153.177578
0.009852,83,153.542028
0.0,69,153.880325
0.0,56,154.198383
0.0,57,154.518718
0.0,14,154.764106
0.0,18,155.020518
0.0,23,155.284889
0.0,43,155.583354
0.0,49,155.90397
0.0,23,156.165076
0.0,15,156.407674
0.0,97,156.804624
0.0,43,157.103
0.0,28,157.38732
0.0,23,157.651504
0.0,54,157.972509
0.0,20,158.232168
0.0,178,158.786053
0.0,16,159.031794
0.0,16,159.2816
0.0,16,159.528085
0.0,15,159.770762
0.0,20,160.022124
0.0,44,160.317738
0.0,53,160.637868
0.0,78,160.999465
0.0,21,161.256976
0.0,58,161.586787
0.0,16,161.849461
0.0,15,162.107866
0.0,19,162.364487
0.0,17,162.613188
0.0,15,162.8606
0.0,88,163.24691
0.0,325,165.121754
0.0,89,165.505211
0.0,23,165.760671
0.0,170,166.289364
0.0,40,166.59235
0.0,23,166.853249
0.0,23,167.110157
0.0,49,167.414544
0.0,120,167.852819
0.0,37,168.136968
0.0,108,168.558882
0.0,129,169.020821
0.0,63,169.359599
0.0,23,169.631794
0.0,19,169.89443
0.0,19,170.146052
0.0,190,170.716274
0.0,155,171.211124
0.0,21,171.460409
0.0,26,171.717804
0.0,26,171.977694
0.0,98,172.386806
0.0,78,172.766518
0.0,81,173.136429
0.0,17,173.397843
0.0,37,173.684894
0.0,23,173.960367
0.0,47,174.27266
0.0,23,174.54245
0.0,26,174.804883
0.0,58,175.129445
0.0,19,175.385845
0.0,183,175.954991
0.0,27,176.218006
0.0,22,176.47239
0.0,20,176.725756
0.005358,46,177.037013
0.0,19,177.285605
0.0,62,177.609436
0.0,22,177.862299
0.0,21,178.112577
0.0,55,178.428681
0.0,22,178.684394
0.0,25,178.958755
0.0,47,179.261969
0.0,37,179.559713
0.0,26,179.851735
0.0,27,180.13884
0.0,206,180.742671
0.0,160,181.253732
0.0,133,181.70983
0.0,50,182.033715
0.0,19,182.291032
0.0,18,182.550651
0.0,177,183.105929
0.0,27,183.381804
0.0,38,183.697914
0.0,26,183.978118
0.0,67,184.319714
0.0,56,184.645192
0.0,26,184.908791
0.0,23,185.171281
0.0,28,185.441755
0.0,60,185.784577
0.0,243,186.467613
0.0,28,186.743973
0.0,114,187.185106
0.0,23,187.466039
0.0,51,188.713068
0.0,21,188.982208
0.0,21,189.257002
0.0,28,189.525048
0.0,28,189.791595
0.0,50,190.104915
0.0,19,190.354502
0.0,17,190.601445
0.0,169,191.129442
0.0,25,191.407222
0.0,25,191.6788
0.0,53,192.00708
0.0,81,192.392656
0.0,46,192.707742
0.0,37,193.009828
0.0,149,193.503467
0.0,18,193.753274
0.0,19,194.014582
0.0,104,194.447267
0.0,16,194.705684
0.0,32,194.992339
0.000618,28,195.274237
0.0,22,195.534547
0.0,23,195.808186
0.0,25,196.06936
0.0,17,196.318145
0.0,76,196.677985
0.0,26,196.953649
0.0,20,197.20507
0.0,18,197.45169
0.0,74,197.797154
0.0,18,198.08351
0.0,25,198.377504
0.0,17,198.65498
0.0,32,198.937888
0.0,53,199.247474
0.0,34,199.526611
0.0,28,199.806239
0.0,19,200.074481
0.0,32,200.357638
0.0,118,200.792679
0.0,43,201.097443
0.0,44,201.406458
0.0,22,201.678328
0.0,20,201.940522
0.0,76,202.305658
0.000503,250,203.012742
0.0,23,203.284315
0.0,26,203.548348
0.0,22,203.800304
0.0,40,204.106463
0.0,69,204.462361
0.0,17,204.719088
0.000951,38,205.003119
0.0,77,205.363597
0.0,26,205.623014
0.0,35,205.898248
0.0,26,206.158449
0.0,49,206.462546
0.0,61,206.786758
0.0,18,207.040253
0.0,30,207.332253
0.0,21,207.586904
0.0,49,207.888419
0.0,36,208.165782
0.0,20,208.422034
0.0,17,208.694087
0.0,34,208.995599
0.0,19,209.265106
0.0,24,209.543943
0.0,33,209.822469
0.0,29,210.121874
0.0,86,210.512385
0.0,31,210.800515
0.0,25,211.084769
0.0,111,211.538036
0.0,74,211.891424
0.0,19,212.166543
0.0,16,212.439537
0.0,61,212.771366
0.0,18,213.031509
0.001109,55,213.358491
0.0,35,213.657477
0.0,45,213.973661
0.004362,55,214.29814
0.0,28,214.573762
0.0,28,214.864099
0.0,17,215.136208
0.0,18,215.389805
0.0,27,215.658155
0.0,33,215.931563
0.0,44,216.225694
0.0,148,216.719412
0.0,62,217.065877
0.0,22,217.32668
0.006745,58,218.650558
0.0,34,218.962556
0.0,69,219.333023
0.0,12,219.569652
0.0,90,219.966867
0.0,32,220.24982
0.0,50,220.56479
0.0,13,220.812813
0.0,38,221.116215
0.0,13,221.370331
0.0,111,221.799287
0.0,59,222.130917
0.0,13,222.379367
0.0,34,222.659262
0.0,33,222.956042
0.0,13,223.21209
0.0,13,223.469707
0.0,60,223.821599
0.0,32,224.120651
0.0,29,224.411123
0.0,12,224.659613
0.0,58,225.010027
0.0,12,225.266551
0.0,12,225.521894
0.0,12,225.773333
0.0,33,226.065142
0.0,56,226.397475
0.0,12,226.648099
0.0,64,226.987718
0.0,33,227.273068
0.0,12,227.532685
0.0,12,227.781089
0.0,13,228.023519
0.0,33,228.296686
0.0,12,228.530856
0.0,12,228.772554
0.0,87,229.16985
0.0,13,229.414995
0.0,95,229.807821
0.0,79,230.167854
0.0,32,230.445607
0.0,57,230.768968
0.0,33,231.060275
0.0,31,231.337798
0.0,63,231.683463
0.0,57,232.008834
0.0,61,232.348685
0.0,32,232.623303
0.0,87,232.997873
0.0,30,233.278102
0.0,13,233.519688
0.0,54,233.849837
0.0,48,234.158156
0.0,59,234.48626
0.0,33,234.761407
0.0,13,235.009812
0.0,30,235.305025
0.0,13,235.566946
0.0,13,235.813817
0.0,13,236.064217
0.0,12,236.305133
0.0,31,236.57699
0.0,13,236.818151
0.0,32,237.095204
0.0,52,237.419052
0.0,44,237.721293
0.0,33,238.009791
0.0,60,238.338834
0.0,77,238.692963
0.0,33,238.9873
0.0,13,239.234226
0.0,13,239.47481
0.0,70,239.826428
0.0,13,240.082044
0.0,36,240.369848
0.0,13,240.616189
0.0,40,240.905675
0.0,33,241.182002
0.0,52,241.588745
0.0,50,241.902328
0.0,31,242.18503
0.0,13,242.427603
0.0,32,242.706835
0.0,82,243.084023
0.0,32,243.357622
0.0,81,243.722673
0.0,29,243.998016
0.0,33,244.275761
0.0,34,244.556599
0.0,52,244.868165
0.0,12,245.107701
0.0,51,245.427012
0.0,34,245.708176
0.0,49,246.013426
0.0,33,246.29049
0.0,33,246.566463
0.0,181,247.141756
0.0,32,247.436296
0.0,32,247.728874
0.0,47,248.045848
0.0,44,248.352919
0.0,45,248.653912
0.0,30,248.981208
0.0,12,249.230049
0.0,44,249.529354
0.0,33,249.806081
0.0,48,251.200564
0.015748,11,251.445356
0.0,11,251.686174
0.0,11,251.926251
0.014427,11,252.161769
0.009581,11,252.417275
0.0,11,252.668246
0.027251,11,252.913465
0.013263,11,253.150255
0.014122,11,253.385092
0.0,11,253.624817
0.010087,11,253.873336
0.0,11,254.126043
0.0,11,254.376403
0.0,11,254.614202
0.0,11,254.850254
0.003956,11,255.086988
0.001354,11,255.335668
0.007301,11,255.570673
0.006838,11,255.809665
0.005194,11,256.050611
0.015126,11,256.285584
0.0,11,256.53499
0.0,12,256.776119
0.018977,11,257.012916
0.033845,11,257.247814
0.017524,11,257.481236
0.0,11,257.726593
0.0,11,257.96171
0.047021,10,258.192164
0.0,11,258.42465
0.0,13,258.660126
0.023831,11,258.896526
0.0,11,259.137967
0.012918,11,259.369392
0.002142,11,259.599978
0.0,11,259.831815
0.012498,11,260.063134
0.013832,11,260.301688
0.000566,11,260.545252
0.0,12,260.780577
0.001296,11,261.023911
0.0,11,261.257948
0.032298,11,261.498174
0.0,11,261.734396
0.035811,11,261.967098
0.007792,11,262.199502
0.0,11,262.430421
0.001641,11,262.661195
0.01219,11,262.89175
0.0,11,263.121543
0.0,11,263.352485
0.0,11,263.584986
0.00131,11,263.817343
0.0,11,264.051048
0.0,11,264.284321
0.009756,11,264.516627
0.022622,11,264.750554
0.0,11,264.99244
0.0,11,265.236299
0.041463,10,265.472806
0.0,11,265.720012
0.0,13,265.976976
0.036024,11,266.217256
0.039126,10,266.44978
0.0,14,266.692414
0.012467,11,266.94207
0.012584,11,267.181083
0.008565,11,267.416555
0.028794,11,267.653062
0.0,11,267.889154
0.042707,11,268.135608
0.022132,11,268.383867
0.042873,11,268.632045
0.0,11,268.875265
0.00279,11,269.113054
0.010589,11,269.346694
0.028389,11,269.579333
0.0,11,269.816789
0.0,14,270.058036
0.004968,11,270.295964
0.004587,11,270.534592
0.0,12,270.770517
0.011471,11,271.007744
0.000122,11,271.240606
0.0,11,271.472763
0.0,11,271.71248
0.0,11,271.957305
0.018781,11,272.201679
0.006004,11,272.455118
0.0,11,272.700561
0.0,13,272.949497
0.0,11,273.187779
0.0,12,273.426573
0.0,11,273.665776
0.0,11,273.901775
0.0,12,274.137638
0.000635,11,274.373084
0.045702,11,274.605497
0.003423,11,274.837611
0.008803,11,275.071545
0.0,11,275.323755
0.022754,11,275.574395
0.007885,11,275.817919
0.0,11,276.055082
0.000818,11,276.306092
0.0,11,276.544295
0.0,11,276.781462
0.027143,11,277.02873
0.007348,11,277.272676
0.033514,11,277.534194
0.035247,10,277.777732
0.0,13,278.022041
0.016855,11,278.259265
0.068962,11,278.498188
0.0,11,278.753171
0.010766,11,279.005724
0.0,11,279.2573
0.031485,11,279.509202
0.0,11,279.757896
0.0,11,280.008294
0.024112,11,280.259291
0.002126,12,280.514331
0.001215,11,280.76428
0.0,12,281.029549
0.0,11,281.274534
0.0,11,281.515573
0.0,11,281.749034
0.003691,11,281.98887
0.053199,11,282.225862
0.005725,11,282.475649
0.0,11,282.718406
0.015522,11,282.964449
0.063056,11,283.213703
0.041445,10,283.444557
0.0,11,283.681677
0.021226,11,283.942931
0.000869,11,284.182866
0.0,11,284.419183
0.006092,11,284.653514
0.003745,11,284.889251
0.002371,11,285.129436
0.006203,11,285.370895
0.023611,11,285.608269
0.0,11,285.84359
0.020381,11,286.092014
0.0,12,286.346775
0.0,11,286.585681
0.006556,11,286.83217
0.000707,11,287.077943
0.0,11,287.329899
2e-06,11,287.567828
0.049464,11,287.805372
0.0,11,288.042458
0.0,11,288.289228
0.021074,11,288.531332
0.063323,11,288.781366
0.0,13,289.026129
0.0,11,289.274038
0.0,11,289.522206
0.0,11,289.769573
0.042333,10,290.017288
0.0,11,290.26478
0.009962,11,290.522558
0.047963,11,290.767686
0.0,12,291.00396
0.008737,11,291.240527
0.000176,11,291.476279
0.0,11,291.722278
0.0,11,291.961163
0.0,12,292.20271
0.004435,11,292.442097
0.013792,11,292.681782
0.037074,11,292.918498
0.014238,11,293.152408
0.035129,11,293.395319
0.008903,11,293.640203
0.015398,11,293.876564
0.019277,11,294.112477
0.020697,11,294.360326
0.0,11,294.619867
0.00817,11,294.862145
0.0,11,295.102758
0.011879,11,295.362806
0.0,11,295.619764
0.0,11,295.867089
0.0,11,296.119639
0.0,11,296.374972
0.0,11,296.62896
0.001895,11,296.867656
0.037521,11,297.102303
0.000944,11,297.349114
0.027582,10,297.608292
0.0,11,297.869441
0.0,11,298.12109
0.006842,11,298.370835
0.003394,11,298.611096
0.0,11,298.855654
0.0,12,299.11022
0.022891,11,299.363565
0.01135,11,299.610426
0.0,12,299.864651
0.00691,11,300.099348
0.0,11,300.350185
0.035416,11,300.588504
0.0,11,300.838157
0.0,11,301.078911
0.025627,11,301.330746
0.0,11,301.582758
0.039022,10,301.83514
0.0,11,302.091703
0.0,13,302.349636
0.0,11,302.609714
0.0,11,302.864359
0.0,13,303.109761
0.0,11,303.350134
0.042214,11,303.589806
0.0,13,303.828942
0.013431,11,304.06104
0.000626,11,304.2938
0.013915,11,304.525456
0.0,12,304.771258
0.020189,11,305.029925
0.031561,11,305.285899
0.038386,11,305.543108
0.032256,10,305.794544
0.006655,11,306.042711
0.011875,11,306.286866
0.02983,10,306.536372
0.002055,11,306.774345
0.0,11,307.017192
0.0,13,307.275517
0.005086,11,307.532511
0.0,11,307.779323
0.0,11,308.034129
0.0,11,308.286729
0.025907,11,308.537825
0.005078,11,308.77526
0.002596,11,309.025328
0.011596,11,309.280845
0.0,13,309.53944
0.004952,11,309.778653
0.021524,11,310.018164
0.0,11,310.253688
0.023032,11,310.489369
0.007387,11,310.726944
0.022784,11,310.958588
0.017038,11,311.192763
0.001322,11,311.454891
0.0,11,311.716068
0.0,11,311.970913
0.0,11,312.226685
0.024239,11,312.483813
0.008007,11,312.739756
0.004738,11,312.989501
0.021065,11,313.233051
0.002622,11,313.474013
0.000966,11,313.736887
0.001333,11,313.995992
0.0,11,314.255698
0.0,11,314.496092
0.0,12,314.737229
0.001455,11,314.9748
0.012508,11,315.206063
0.01274,11,315.445925
0.002085,11,315.687423
0.001638,11,315.922012
0.0,11,316.152364
0.0,11,316.383682
