#{"t_start": 1700581233.034122, "env_id": "None"}
r,l,t
162.686557,1001,2202.041997
140.571892,1001,2205.659698
172.600216,1001,2208.185327
142.809821,1001,2210.522611
142.012171,1001,2212.767757
153.165137,1001,2216.298053
154.196431,1001,2218.632655
186.837086,1001,2220.912693
123.128526,1001,2223.148338
153.587208,1001,2226.426768
161.82148,1001,2228.603976
197.043764,966,2230.663492
167.759555,1001,2232.73741
136.416701,1001,2235.850425
155.635515,1001,2237.949569
158.06738,1001,2240.019602
193.074185,1001,2242.082251
154.333374,1001,2245.128876
148.899598,1001,2247.198173
152.679113,1001,2249.239051
190.981698,1001,2251.289493
151.091608,1001,2254.412791
160.722517,1001,2256.466935
145.237025,1001,2258.51109
156.705657,990,2260.541381
141.735775,1001,2263.686207
159.99919,1001,2265.739388
169.061362,1001,2267.821458
175.68554,1001,2269.884596
199.585488,987,2273.239805
136.291629,1001,2275.386624
196.515665,1001,2277.469517
176.022069,1001,2279.529609
122.428003,1001,2281.584761
52.07128,316,2283.434347
160.372827,1001,2285.486562
131.304395,1001,2287.546223
148.977146,1001,2289.595209
141.517501,1001,2292.730559
207.363662,1001,2294.778052
163.348715,1001,2296.857267
130.423233,1001,2298.910012
147.256277,1001,2302.170539
176.068879,1001,2304.215742
155.04673,1001,2306.267822
155.813187,1001,2308.311133
39.752443,206,2308.910586
167.955289,1001,2312.317321
175.410813,1001,2314.437756
69.255238,1001,2316.527261
139.864826,922,2318.456383
155.970943,1001,2321.441794
172.45235,1001,2323.504623
162.118839,1001,2325.553218
147.249242,1001,2327.612926
167.622294,1001,2329.660748
169.011668,1001,2332.715886
181.899905,1001,2334.792555
126.52379,1001,2336.883444
138.70649,807,2338.595474
162.899064,1001,2341.833013
174.983114,1001,2343.874435
189.616873,1001,2345.939495
180.660167,1001,2348.002394
181.765293,1001,2351.245373
182.363233,1001,2353.291186
162.36852,1001,2355.354426
142.170354,1001,2357.403471
158.747826,855,2360.366362
52.220465,429,2361.379717
152.555437,1001,2363.426366
186.511462,1001,2365.46906
203.787697,1001,2367.547773
171.663836,1001,2370.542848
146.079246,1001,2372.602526
127.543923,1001,2374.65463
181.479401,1001,2376.711715
176.66053,1001,2379.962319
179.402845,1001,2382.017624
170.942726,1001,2384.060166
153.138077,1001,2386.140586
150.807222,1001,2389.279273
183.86147,1001,2391.347572
178.485818,1001,2393.416276
200.995403,1001,2395.49888
165.376778,1001,2398.633001
178.073313,1001,2400.697665
139.090199,1001,2402.741896
49.345379,313,2403.531848
149.403173,1001,2405.585854
190.709928,1001,2408.705014
188.825185,1001,2410.749967
103.619765,626,2412.111624
209.363556,1001,2414.151091
167.64528,1001,2417.349317
163.575315,1001,2419.403179
174.481779,1001,2421.473028
132.315377,1001,2423.527975
173.934441,1001,2426.83064
205.844593,1001,2428.888964
176.306203,1001,2430.938711
217.035701,1001,2432.995413
158.298373,1001,2435.050036
68.999551,366,2437.126666
160.629695,1001,2439.184563
149.779304,1001,2441.2331
190.288436,1001,2443.279724
134.860814,1001,2446.410112
150.117501,1001,2448.471984
156.559656,1001,2450.533519
172.914187,1001,2452.580609
168.665263,1001,2455.654938
200.350935,1001,2457.723313
179.566067,1001,2459.785425
157.699377,1001,2461.846233
192.491701,1001,2464.963411
228.792163,1001,2467.028594
145.207693,1001,2469.087982
207.513357,1001,2471.140609
226.104813,1001,2473.193734
222.273921,1001,2476.319238
212.151971,1001,2478.390623
174.385137,1001,2480.451205
178.128434,1001,2482.505925
157.567583,1001,2485.635778
160.140953,1001,2487.701384
208.784314,1001,2489.762196
143.820947,1001,2491.813165
181.236388,1001,2495.118134
202.3083,1001,2497.169961
165.858575,1001,2499.239603
59.676831,516,2500.400124
184.181438,1001,2503.396442
241.992671,1001,2505.457275
167.284456,1001,2507.530187
219.909513,1001,2509.586637
212.472407,1001,2512.725041
208.715892,1001,2514.771688
170.284019,1001,2516.828796
235.324476,1001,2518.889012
177.697256,1001,2522.17112
211.783548,1001,2524.227896
174.228086,1001,2526.289363
192.977313,1001,2528.359164
95.534435,442,2529.391483
221.727199,1001,2532.415747
192.66673,1001,2534.473368
207.273724,1001,2536.533418
212.983947,1001,2538.606921
186.007365,1001,2541.704057
176.264414,1001,2543.781907
104.572935,1001,2545.914268
197.531521,1001,2548.004379
159.808432,1001,2551.242219
175.346698,1001,2553.312941
189.303676,1001,2555.394539
154.52231,1001,2557.47669
200.295055,1001,2560.45776
136.561432,1001,2562.522453
178.073361,1001,2564.572539
186.350976,1001,2566.627793
201.045611,1001,2568.68773
206.32238,1001,2571.793388
169.793998,1001,2573.858558
192.483223,1001,2575.921239
89.185824,575,2577.19749
189.350598,1001,2580.488311
187.406762,1001,2582.552168
161.523363,1001,2584.623875
204.329181,1001,2586.685786
172.391207,1001,2590.142192
174.169688,1001,2592.190836
190.328769,1001,2594.253717
174.277085,1001,2596.302814
123.60434,607,2597.64217
211.135844,1001,2601.068178
230.09676,1001,2603.123573
171.244545,1001,2605.180469
212.472779,1001,2607.237514
143.560531,1001,2610.657237
169.249209,1001,2612.717884
208.271456,1001,2614.781686
205.76181,1001,2616.851617
136.313186,1001,2620.177567
198.353821,1001,2622.248745
181.33784,1001,2624.306958
187.827988,1001,2626.369356
207.594985,1001,2629.516461
184.013029,1001,2631.582339
213.563259,1001,2633.631583
219.661327,1001,2635.684596
82.081133,486,2637.749332
186.946933,1001,2639.811506
191.979761,1001,2641.868343
160.628743,1001,2643.938909
181.223925,1001,2646.00314
202.23479,849,2648.769955
231.308095,1001,2650.82529
141.917806,1001,2652.914111
120.280506,667,2654.350196
230.291996,1001,2657.461538
191.079885,1001,2659.512741
183.518785,1001,2661.56037
144.711058,1001,2663.610529
175.994791,1001,2666.913419
163.592387,1001,2668.977068
190.175808,1001,2671.030134
86.108969,460,2672.098507
219.467857,1001,2674.165173
212.894911,1001,2677.309441
185.084335,1001,2679.41113
190.356632,1001,2681.50406
220.721102,1001,2683.565285
207.435667,1001,2686.860471
188.462874,1001,2688.924034
185.282462,1001,2691.004534
248.590451,1001,2693.099533
185.642296,1001,2696.107256
240.891357,1001,2698.203093
219.681331,1001,2700.298901
177.298528,1001,2702.375649
238.182148,1001,2705.415867
229.545596,1001,2707.515561
234.913122,1001,2709.623217
210.154598,1001,2711.737657
181.089493,1001,2715.057781
179.228034,1001,2717.149865
136.584661,1001,2719.232313
208.091934,1001,2721.318226
188.399079,1001,2724.385906
206.949828,1001,2726.453531
197.646542,1001,2728.520573
226.212197,1001,2730.633808
194.439153,1001,2733.856919
188.845314,1001,2735.944138
147.787073,849,2737.755894
211.553318,915,2739.685232
177.963168,1001,2741.760787
170.476886,1001,2744.929419
209.868798,1001,2747.049253
223.98755,1001,2749.159229
217.379863,1001,2751.225501
187.538459,1001,2754.272464
191.287777,1001,2756.380432
65.803233,484,2757.527531
210.778763,1001,2759.627375
142.794262,1001,2762.627994
183.890905,1001,2764.761201
216.97672,1001,2766.917565
216.230583,1001,2769.12465
223.292799,1001,2771.255049
250.775739,1001,2774.385967
172.949123,1001,2776.539008
236.641412,1001,2778.738484
232.766856,1001,2780.862177
230.382965,1001,2783.936813
209.964335,1001,2786.056703
195.247645,1001,2788.145129
185.677489,1001,2790.326285
241.090983,1001,2793.530929
213.651442,1001,2795.667715
248.441854,1001,2797.843494
222.166485,1001,2800.074033
