#{"t_start": 1700574360.209694, "env_id": "None"}
r,l,t
0.0,869,141.263508
0.029117,357,142.146297
0.077167,458,143.202359
0.146634,924,146.044713
0.0,431,147.057426
0.003617,437,148.075575
0.0,339,148.9123
0.0,213,149.519981
0.014644,221,150.136003
0.008829,557,151.372808
0.063529,613,152.717509
0.0,138,153.187123
0.0,23,153.445414
0.0,123,153.890524
0.0,126,154.339405
0.023894,160,154.847953
0.0,169,155.372105
0.005709,51,155.680951
0.062495,1001,158.632714
0.033189,1001,160.714022
0.014287,1001,162.790969
0.003926,244,163.451121
0.001682,681,164.943329
0.021437,393,165.882423
0.022426,114,166.302067
0.215748,728,168.833742
0.0,777,170.49045
0.01426,157,170.998927
0.128267,811,172.718223
0.009626,360,173.590681
0.0,266,174.294353
0.0,123,174.737222
0.014096,643,176.133419
0.004579,319,176.936355
0.013411,67,178.207474
0.077176,109,178.63459
0.013198,608,180.013148
0.025345,579,181.307213
0.0,31,181.577748
0.005924,64,181.916996
0.0,101,182.322518
0.00122,108,182.733928
0.062765,490,183.862045
0.0,719,185.417858
0.004412,334,186.260776
0.0001,391,187.210924
0.022554,545,188.441601
0.007542,708,190.862384
0.011101,417,191.859462
0.015078,213,192.484842
0.0,716,194.052251
0.0,130,194.522136
0.008168,380,195.448346
0.003904,291,196.20791
0.000933,94,196.598534
0.0,138,197.068119
0.0,1001,199.144981
0.014897,432,201.087461
0.004816,1001,203.162056
0.014286,327,203.981065
0.065203,604,205.310485
0.014202,154,205.806274
0.002925,992,207.873997
0.01967,394,208.815976
0.004763,194,209.387996
0.0,231,211.075589
0.0,452,212.132211
0.001783,244,212.799056
0.035433,508,213.961119
0.010925,1001,216.01254
0.010511,713,217.545822
0.0,68,217.888447
0.013056,29,218.15792
0.0,582,219.504466
0.007568,311,221.275571
0.009394,90,221.656669
0.004165,859,223.468937
0.0,101,223.89061
0.063258,217,224.51994
0.0,237,225.17522
0.0,551,226.433069
0.0,309,227.22157
0.073463,1001,229.278166
0.0,126,229.727926
0.034693,177,230.268305
0.0,97,230.664338
0.0,467,232.626404
0.016553,953,234.620617
0.005088,931,236.557919
0.011969,614,237.917804
0.0,183,238.473221
0.005724,445,239.508732
0.019741,636,240.892223
0.01502,251,242.49266
0.010239,73,242.841644
0.0,1001,244.910002
0.056097,480,246.010257
0.0,91,246.388767
0.006297,189,246.949109
0.004885,61,247.277241
0.003219,570,248.535253
0.0,160,249.046744
0.0,220,249.6644
0.016833,252,250.34386
0.006911,48,250.649728
0.0,44,250.948917
0.004175,283,251.704106
0.0,482,252.819994
0.002383,273,254.409505
0.000242,168,254.931657
0.000831,954,256.93106
0.009202,366,257.819451
0.002348,441,258.848176
0.0,88,259.224484
0.019152,486,260.347686
0.0,821,262.063384
0.0,373,262.985205
0.008964,542,265.075203
0.002649,86,265.455069
0.0,1001,267.541836
0.0,173,268.07384
0.054432,171,268.60228
0.0,181,269.148072
0.007761,337,269.975158
0.011328,316,270.786088
0.0,739,272.440438
0.0,148,272.956443
0.004642,313,273.785039
0.0,178,274.337528
0.003722,77,274.70831
0.094162,644,277.162428
0.155046,179,277.717856
0.0,532,278.926197
0.0,27,279.191253
0.061926,584,280.510531
0.021722,71,280.854161
0.1407,1001,282.91971
0.0,141,283.405699
0.0,184,283.968598
0.0,369,284.915487
0.0,1001,287.964113
0.022462,259,288.650946
0.000995,325,289.478631
0.0,447,290.50611
0.004176,388,291.433499
0.0,414,292.427994
0.040215,1001,294.479113
0.0,881,297.254137
0.000432,1001,299.333305
0.139617,355,300.207968
0.0,148,300.701528
0.003887,1001,302.760959
0.0,528,303.941583
0.007153,341,304.78252
0.0,228,305.419983
0.016807,127,305.87555
0.210708,293,307.50132
0.0,308,308.290615
0.003249,173,308.820046
0.085088,479,309.909377
0.0,166,310.43969
0.0,660,311.8728
0.004233,174,312.403145
0.00514,282,313.130298
0.0,113,313.551289
0.0,1001,315.629177
0.003781,581,317.859273
0.009481,725,319.406671
0.0,20,319.656074
0.0,870,321.485624
0.009036,388,322.425224
0.0,632,323.805267
0.015426,246,324.475517
0.0,726,326.035275
0.000149,80,326.394274
0.022127,71,326.733933
0.002412,336,328.505384
0.011568,1001,330.583812
0.067433,273,331.297119
0.123994,349,332.148706
0.003432,948,334.113737
0.0,367,335.007685
0.00415,1001,337.094017
0.0,234,338.697994
0.0,1001,340.785475
0.002914,56,341.113702
0.0,176,341.680396
0.009406,342,342.533538
0.036273,315,343.336595
0.0,337,344.182273
0.064767,1001,346.277252
0.002229,299,347.04993
0.007965,198,347.631113
0.007083,593,349.814243
0.015847,383,350.735482
0.0,337,351.565104
0.020101,1001,353.622791
0.0,430,354.646026
0.00889,255,355.345754
0.0,512,356.520164
0.008545,241,357.190431
0.03787,79,357.550487
0.018845,121,357.988613
0.049229,408,358.94952
0.014731,431,361.061087
0.011918,354,361.943098
0.049907,453,363.026209
0.002329,213,363.630549
0.003982,364,364.529376
0.008871,93,364.912452
0.0,276,365.631151
0.040829,748,367.237841
0.177042,184,367.788066
0.0,573,369.071101
0.013464,622,371.332683
0.0,167,371.852753
0.008392,408,372.82022
0.0,559,374.075168
0.129218,717,375.640047
0.0,84,376.01084
0.005202,298,376.771942
0.0,187,377.327102
0.027635,55,377.642902
0.072369,1001,379.696496
0.01476,136,380.165149
0.067403,765,382.705419
0.01336,224,383.337995
0.000231,941,385.293098
0.0,203,385.878516
0.024331,312,386.666945
0.0,32,386.937348
0.0,460,387.997273
0.0,205,388.591618
0.007702,94,388.978966
0.025857,175,389.518252
0.0,176,390.058779
0.019629,54,390.368687
0.031842,387,391.283858
0.0,184,391.834794
0.0,286,393.46439
0.007463,230,394.10188
0.0026,434,395.120293
0.021396,507,396.281097
0.009128,319,397.080046
0.291887,326,397.893487
0.000132,65,398.229569
0.047215,1001,400.318838
0.014687,685,401.806451
0.065212,256,402.486677
0.009918,126,402.933278
0.06079,294,404.646709
0.013161,356,405.575271
0.010629,71,405.937797
0.0041,247,406.611038
0.013156,159,407.143024
0.018087,31,407.420968
0.0,1001,409.605564
0.076992,903,411.481478
0.0,233,412.125432
0.0,707,413.670441
0.0,400,415.597726
0.01504,29,415.867508
0.035845,286,416.651193
0.0,499,417.797794
0.007779,150,418.290345
0.0,451,419.34277
0.001019,188,419.906139
0.0,452,420.953458
0.01519,487,422.097765
0.068444,569,423.422115
0.040453,553,424.698141
0.0,151,425.199283
0.000872,900,428.100003
0.0,569,429.409236
0.0,379,430.325195
0.116951,742,431.971882
0.029791,549,433.227857
0.0,392,434.187397
0.0,216,434.822617
0.0,249,435.525375
0.0,105,435.940944
0.005844,305,437.611843
0.00034,225,438.245567
0.064612,511,439.411308
0.069318,697,440.912894
0.072733,833,442.66115
0.024762,258,443.358271
0.001235,220,443.973734
0.012667,463,445.037959
0.004447,141,445.516969
0.007551,311,446.308586
0.0,64,446.641287
0.038576,499,448.743102
0.0,379,449.658019
0.012968,95,450.045932
0.011092,325,450.860769
0.0,710,452.402744
0.006507,233,453.046732
0.0,142,453.51874
0.048728,267,454.223433
0.04309,148,454.707806
0.030813,461,455.784017
0.0,184,456.333674
0.010382,522,457.504611
0.0,702,459.950549
0.013723,63,460.275
0.076103,813,462.006303
0.053638,225,462.631041
0.020376,51,462.938925
0.005769,615,464.28406
0.1565,437,465.308634
0.002851,518,466.493849
0.009983,362,467.377769
0.004869,551,469.5589
0.019487,420,470.582262
0.015163,237,471.267139
0.0,159,471.785526
0.0,173,472.398914
0.0,151,472.906605
0.023648,374,473.868948
0.023675,193,474.452873
0.0,332,475.31972
0.0,607,476.755435
0.055895,96,477.171272
0.116265,448,478.300983
0.0,338,479.182384
0.0,778,481.761712
0.028304,160,482.311388
0.006199,88,482.693996
0.0,248,483.428119
0.172215,368,484.369068
0.003219,58,484.713728
0.0,54,485.041878
0.016314,510,486.226374
0.0,488,487.362529
0.042335,604,488.725475
0.0,231,489.392381
0.061669,146,489.907807
0.206645,716,491.532586
0.008717,420,493.539435
0.039366,308,494.352338
0.211765,476,495.463809
0.001772,72,495.827823
0.14593,559,497.154102
0.022331,252,497.872174
0.006562,344,498.750812
0.0,128,499.205229
0.0,209,499.809376
0.024286,532,501.015704
0.012009,115,501.440861
0.0,290,502.201552
0.010879,517,503.390102
0.0,255,505.008214
0.012107,268,505.7278
0.013134,231,506.377994
0.0,106,506.791289
0.02372,449,507.843387
0.006876,232,508.486079
0.009197,186,509.044554
0.0,319,509.848139
0.014824,1001,511.933964
0.019104,971,513.93816
0.025717,263,515.611737
0.095554,477,516.724887
0.0,367,517.635287
0.020853,488,518.739622
0.028037,447,519.779662
0.004801,948,521.759031
0.00809,242,522.424468
0.072153,219,523.042593
0.0,112,523.465069
0.051812,89,523.846134
0.001355,229,524.480626
0.007428,370,526.317241
0.022266,329,527.164645
0.033404,1001,529.224143
0.047992,1001,531.293035
0.0,31,531.566089
0.0,214,532.18643
0.0,70,532.528159
0.000409,68,532.86994
0.189783,692,534.366287
0.026567,308,535.149027
0.027101,223,535.776634
0.0,272,537.429822
0.0,675,538.898077
0.013486,174,539.432123
0.133222,308,540.207166
0.137371,536,541.430619
0.004607,102,541.828407
0.03751,627,543.203487
0.045187,504,544.350653
0.007754,114,544.77423
0.014117,544,546.00906
0.069976,549,548.114861
0.06781,393,549.058254
0.0,498,550.192967
0.085958,378,551.110715
0.015865,97,551.509995
0.092616,596,552.843807
0.054283,709,554.369119
0.014819,48,554.675251
0.034111,120,555.114836
0.0,385,556.047117
0.008595,700,557.570765
0.043463,267,559.128471
0.0,1001,561.214724
0.049962,610,562.568885
0.0,56,562.885987
0.025293,950,564.874654
0.0,395,565.821049
0.115739,879,568.532242
0.0,529,569.737522
0.014172,278,570.477729
0.021734,131,570.934911
0.0,87,571.307853
0.04711,447,572.351196
0.0,661,573.781051
0.0,244,574.443835
0.023888,394,575.388306
0.053725,357,576.270491
0.0,165,576.785896
0.0,104,577.193487
0.10641,808,579.884057
0.005856,257,580.587719
0.006682,590,581.909935
0.00718,371,582.809541
0.044492,520,583.992438
0.008486,365,584.881651
0.00866,334,585.724508
0.0,294,586.490982
0.0,136,586.957759
0.00485,104,587.366853
0.004164,401,588.319824
0.013694,1001,591.347037
0.018306,223,591.97511
0.026722,590,593.31444
0.107863,352,594.174999
0.054741,1001,596.254069
0.00885,348,597.118757
0.01076,89,597.499019
0.017279,659,598.935481
0.008338,109,599.350988
0.0,209,599.956622
0.001267,1001,602.964566
0.0,183,603.522107
0.075338,336,604.359218
0.004482,1001,606.440803
0.0,636,607.845232
0.013691,245,608.511628
0.253338,69,608.855611
0.027011,86,609.226903
0.000686,757,611.814868
0.008388,983,613.843059
0.168234,868,615.674773
0.0,535,616.889345
0.012942,1001,618.981568
0.008632,61,619.307301
0.019354,1001,622.318363
0.00543,1001,624.383752
0.004273,200,624.97433
0.015256,703,626.493786
0.354739,210,627.095653
0.0,520,628.269495
0.023724,387,629.201407
0.18701,542,630.420398
0.007384,462,632.592115
0.007171,49,632.892786
0.67631,411,633.861229
0.008284,1001,635.921622
0.002196,892,637.793859
0.033915,626,639.157408
0.017367,110,639.583201
0.0,683,642.093536
0.127805,661,643.532982
0.012372,294,644.291656
0.0,1001,646.367303
0.093095,137,646.840179
0.110194,862,648.641072
0.01015,137,649.11157
0.006958,1001,652.058781
0.117145,288,652.810896
0.001582,191,653.38692
0.059684,1001,655.445862
0.104737,193,656.02192
0.001837,445,657.069792
0.121881,162,657.583153
0.011203,273,658.300716
0.1012,536,659.506479
0.024015,1001,662.526263
0.202692,1001,664.587337
0.0,320,665.403585
0.0,290,666.154442
0.060301,654,667.591367
0.049775,1001,669.641591
0.0,344,670.506261
0.102782,1001,673.546141
0.141011,271,674.265109
7.5e-05,855,676.054885
0.010732,94,676.454946
0.016617,809,678.217154
0.033209,269,678.958422
0.010353,267,679.723618
0.080704,300,680.572862
0.09727,393,681.592791
0.012629,353,683.482687
0.039011,329,684.331425
0.057436,384,685.275272
0.060141,213,685.888166
0.018913,275,686.61102
0.219175,923,688.549764
0.0,202,689.139859
0.026325,770,690.786763
0.063184,1001,693.749109
0.133099,1001,695.830167
0.079269,591,697.158716
0.003073,215,697.774862
0.174904,1001,699.828671
0.004031,574,701.105979
0.013349,381,702.035447
0.035347,263,703.632024
0.016867,88,704.009715
0.000379,591,705.350923
0.103773,302,706.159866
0.134078,511,707.39237
0.084071,368,708.340982
0.028919,46,708.659012
0.054139,111,709.110321
0.04516,321,709.976022
0.016158,148,710.478021
0.044658,905,712.403771
0.002775,422,713.401267
0.04337,1001,716.41971
0.020575,161,716.943296
0.214539,1001,719.063237
0.011768,666,720.52774
0.01472,643,721.939473
0.037633,1001,725.023364
0.057572,244,725.727865
0.001618,97,726.148413
0.163999,101,726.559277
0.001033,247,727.274868
0.047157,1001,729.477139
0.071894,1001,731.610662
0.027892,403,732.587516
0.198455,1001,735.598164
0.004899,98,736.031814
0.054758,664,737.490171
0.001901,781,739.13865
0.181935,1001,741.186959
0.03992,1001,743.237959
0.0,897,746.066932
0.016168,1001,748.172155
0.007834,340,749.01926
0.026671,923,750.929122
0.036418,140,751.402756
0.104364,415,752.395314
0.302547,503,753.530201
0.008597,957,756.498166
0.046738,489,757.614483
0.053213,270,758.320116
0.155743,508,759.460713
0.63534,889,761.323856
0.0,1001,763.372311
0.0,172,763.900316
0.320045,425,765.864644
0.086985,1001,767.930568
0.0,299,768.701615
0.017093,380,769.611766
0.110832,265,770.310553
0.019106,26,770.572568
0.054368,161,771.084676
0.004733,255,771.763618
0.0,740,773.341621
0.046357,443,774.371364
0.237074,903,777.141194
0.305122,382,778.070023
0.085573,424,779.076442
0.428851,341,779.921212
0.031316,253,780.602505
0.0,149,781.089301
0.02359,498,782.218999
0.01507,133,782.678376
0.270768,593,783.976449
0.026694,589,785.279756
0.0,155,786.68175
0.035264,1001,788.737089
0.043274,360,789.61383
0.046257,60,789.937509
0.12711,41,790.225605
0.001239,40,790.525288
0.000672,42,790.818427
0.049396,302,791.585794
0.000235,846,793.38288
0.48447,627,794.746946
0.070533,845,797.418007
0.000607,686,798.900832
0.061346,434,799.91996
0.031894,213,800.537912
0.166898,685,802.021779
0.057746,46,802.317247
0.003779,358,803.188622
0.09361,558,804.432571
0.013547,53,804.740146
0.0,246,805.413653
0.232934,384,806.344287
0.0,1001,809.293681
0.05185,981,811.320971
0.567522,719,812.847888
0.330643,1001,815.025767
0.341521,1001,817.99955
0.123777,291,818.76494
0.0,702,820.266922
0.023965,229,820.903755
0.033664,363,821.784829
0.028638,1001,823.83652
0.294882,124,824.276856
0.047974,782,825.946754
0.005365,419,827.879954
0.08816,363,828.767463
0.068913,385,829.685118
0.025344,351,830.544866
0.074723,1001,832.596375
0.007137,913,834.514526
0.065631,383,835.441472
0.049933,586,837.686213
0.057555,1001,839.741774
0.037167,1001,841.839415
0.07926,502,843.021507
0.00152,848,844.822978
0.292708,932,847.651665
0.062189,315,848.44911
0.02775,602,849.775008
0.090103,839,851.596325
0.003414,340,852.497253
0.150267,828,854.327981
0.027186,837,856.080812
0.009712,526,858.389134
0.0,442,859.426246
0.108225,247,860.093476
0.367686,482,861.207677
0.239046,466,862.283085
0.303757,968,864.292705
0.005261,462,865.375938
0.231058,984,868.375922
0.14758,1001,870.452912
0.036221,1001,872.597689
0.027116,28,872.870446
0.192066,1001,875.039542
0.039065,466,876.159791
0.03656,286,877.808892
0.040062,853,879.634461
0.02775,31,879.932295
0.012947,939,881.948253
0.00622,232,882.648245
0.032469,755,884.372965
0.233498,186,884.93665
0.064031,482,886.055386
0.145037,151,886.554706
0.137221,841,889.200043
0.023205,298,889.988216
0.0,154,890.499559
0.123684,800,892.242446
0.144369,122,892.702804
0.021795,1001,894.759722
0.372101,512,895.918485
0.435164,710,897.434718
0.055867,338,899.224351
0.327137,352,900.096171
0.022289,499,901.226381
0.203237,70,901.567664
0.019131,235,902.213481
0.0,1001,904.299188
0.066926,1001,906.380821
0.360288,93,906.774897
0.0,343,907.635402
0.287558,496,909.755978
0.011692,204,910.35746
0.158266,1001,912.502916
0.220108,316,913.338992
0.381879,737,914.965515
0.017236,1001,917.102139
0.023728,22,917.360058
0.036574,125,917.813611
0.002388,77,918.172017
0.059232,1001,921.167337
0.099116,622,922.524456
0.0,503,923.65722
0.157773,424,924.648202
0.238835,132,925.1061
0.062907,142,925.578838
0.023183,894,927.43187
0.101617,875,930.22554
0.043248,158,930.735037
0.053612,417,931.724743
0.585726,388,932.656017
0.262875,453,933.705895
0.057078,273,934.422418
0.072054,482,935.528939
0.195321,717,937.105062
0.016262,170,937.633116
0.29292,1001,940.580048
0.073568,364,941.475306
0.072761,884,943.326209
0.187479,47,943.636156
0.028762,751,945.270858
0.116684,765,946.953849
0.076405,292,947.731864
0.0,391,948.685575
0.0,464,950.671437
0.281463,234,951.314724
0.110889,225,951.941941
0.084194,312,952.729271
0.211028,1001,954.784465
0.492095,299,955.638082
0.033345,180,956.182513
0.029934,1001,958.231973
0.14314,1001,961.267722
0.395511,998,963.308125
0.423454,806,964.998813
0.441643,606,966.345246
0.143934,403,967.307831
0.030117,1001,969.399811
0.11534,354,971.221668
0.005897,501,972.347953
0.901054,747,973.947593
0.171767,1001,976.067338
0.07923,939,978.060783
0.296324,526,979.252053
0.12284,578,981.489639
0.11395,581,982.770477
0.053535,111,983.197095
0.008732,222,983.840358
0.281853,700,985.359745
0.146449,1001,987.418726
0.19397,675,988.87851
0.006841,239,989.537522
0.313106,159,990.980141
0.28712,486,992.087872
0.022515,558,993.399463
0.128434,1001,995.491419
0.079181,76,995.847563
0.089521,520,997.014473
0.002379,312,997.814031
0.077076,1001,999.898843
0.047669,1001,1002.910246
0.058987,794,1004.60879
0.052535,85,1004.98453
0.336983,1001,1007.128214
0.056347,1001,1009.202261
0.352303,1001,1012.153749
0.377981,868,1013.968961
0.380059,482,1015.070871
0.334327,321,1015.879995
0.010004,219,1016.496548
0.25968,622,1017.858192
0.143231,172,1018.390709
0.205576,357,1019.266658
0.056051,202,1019.856548
0.028532,25,1020.117446
0.251373,1001,1023.131982
0.244254,1001,1025.195665
0.227638,1001,1027.251568
0.323449,767,1028.878162
0.317799,1001,1031.971884
0.348613,1001,1034.05091
0.121921,1001,1036.121515
0.160283,111,1036.553626
0.140381,1001,1038.611647
0.102107,898,1041.461002
0.081543,508,1042.642244
0.113332,600,1043.991986
0.017708,114,1044.426644
0.018949,1001,1046.506903
0.315616,1001,1048.579328
0.0,145,1049.064514
0.02996,735,1051.660993
0.150882,130,1052.14802
0.240978,1001,1054.26723
0.111023,410,1055.319874
0.269427,639,1056.745284
0.269982,407,1057.714061
0.588004,1001,1059.791146
0.097678,231,1061.397842
0.70103,1001,1063.460374
0.053698,146,1063.953549
0.423614,739,1065.538572
0.207804,425,1066.540622
0.071423,592,1067.848271
0.047711,343,1068.693339
0.328814,1001,1071.662902
0.043885,1001,1073.788332
0.269599,315,1074.593513
0.168487,383,1075.51009
